22:26:34.018 -> Humidity: 60.90 %, Temp: 18.80 Celsius
22:52:30.161 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:32.129 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:34.162 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:36.178 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:38.171 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:40.196 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:42.229 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:44.191 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:46.218 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:48.229 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:50.243 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:52.243 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:54.240 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:52:56.261 -> Humidity: 61.40 %, Temp: 17.60 Celsius
22:52:58.298 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:53:00.295 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:53:02.311 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:53:04.324 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:53:06.340 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:53:08.324 -> Humidity: 61.50 %, Temp: 17.60 Celsius
22:53:10.360 -> Humidity: nan %, Temp: nan Celsius
22:53:12.408 -> Humidity: nan %, Temp: nan Celsius
22:53:14.424 -> Humidity: nan %, Temp: nan Celsius
22:53:16.456 -> Humidity: nan %, Temp: nan Celsius
22:53:18.490 -> Humidity: nan %, Temp: nan Celsius
22:53:20.505 -> Humidity: nan %, Temp: nan Celsius
22:53:22.542 -> Humidity: nan %, Temp: nan Celsius
22:53:24.572 -> Humidity: nan %, Temp: nan Celsius
